analystName,analystCompany,publisher,skill_score,accuracy,avg_error,breadth,total_predictions,diversity
Tom Diffely,D.A. Davidson,StreetInsider,0.1606240062253567,0.1606240062253567,6.225719451904297,1,1,1
Patrick Wood,Morgan Stanley,StreetInsider,0.16055237697414038,0.05351745899138012,18.685491031273862,3,3,3
Samantha Hoh,HSBC,StreetInsider,0.16049385739434463,0.16049385739434463,6.230768057016226,1,1,1
Hu Shen,CLSA,StreetInsider,0.16049370622520448,0.16049370622520448,6.23077392578125,1,1,1
Charles Rhyee,Cowen & Co.,StreetInsider,0.1603313988826814,0.02290448555466877,43.659570419653605,7,7,5
Keith Stanley,Wolfe Research,Benzinga,0.16019723811633643,0.05339907937211214,18.72691461647658,3,3,3
Nick Konstantakis,BNP Paribas,TheFly,0.16007668627874083,0.08003834313937042,12.494011754574984,2,2,2
Salvator Tiano,Seaport Global,StreetInsider,0.16,0.16,6.25,1,1,1
Downgrades Stock,Needham,Benzinga,0.16,0.16,6.25,1,1,1
Daniel Major,UBS,StreetInsider,0.1597443544327864,0.1597443544327864,6.260002136230469,1,1,1
Craig Kucera,B.Riley Financial,TheFly,0.15943327357617249,0.05314442452539083,18.816649327385786,3,3,3
Delphine Le Louet,Societe Generale,TheFly,0.1582834838297508,0.1582834838297508,6.31777855657762,1,1,1
Jason Stewart,JonesTrading,TheFly,0.1582002722995498,0.03955006807488745,25.28440654277801,4,4,4
Mike Baker,D.A. Davidson,StreetInsider,0.15808588733073856,0.15808588733073856,6.325675345755913,1,1,1
Mitch Germain,JMP Securities,StreetInsider,0.15801199426483004,0.05267066475494335,18.985900494186303,3,3,3
Matthew Condon,JMP Securities,TheFly,0.15789468929049164,0.15789468929049164,6.333335240681966,1,1,1
Eric Stine,Craig-Hallum,StreetInsider,0.15774422819071154,0.019718028523838943,50.715009301817766,8,8,8
Meng Jiao,Deutsche Bank,Pulse 2.0,0.1573880546038887,0.02623134243398145,38.122334093910034,6,6,4
Robyn Karnauskas,Truist Financial,Pulse 2.0,0.15724809924935768,0.03144961984987153,31.796886727840207,5,5,5
Gregory Miller,Truist Financial,StreetInsider,0.1570136407522359,0.07850682037611795,12.737746799693388,2,2,1
Jeff Fan,Scotiabank,Benzinga,0.1568687272657051,0.05228957575523504,19.124270670715543,3,3,2
Richard Law,Credit Suisse,TheFly,0.15649540050623734,0.02608256675103956,38.3397849431419,6,6,6
Marc Goodman,Leerink Partners,TipRanks Contributor,0.1564450150694128,0.0391112537673532,25.568088559582723,4,4,3
Robert Fishman,MoffettNathanson,StreetInsider,0.15623428523434907,0.03905857130858727,25.602574966180185,4,4,3
Colin Isaac,Atlantic Equities,Pulse 2.0,0.15574202292925823,0.051914007643086076,19.262623815812848,3,3,3
Chris Cooley,Stephens,Pulse 2.0,0.15572614942430088,0.03893153735607522,25.686116395913434,4,4,4
Matthew McKellar,RBC Capital,StreetInsider,0.15548725652755685,0.051829085509185614,19.294185690827423,3,3,3
Gary Hovis,Argus Research,StreetInsider,0.15534225534668447,0.03883556383667112,25.74959395995002,4,4,3
Simon Davies,Deutsche Bank,StreetInsider,0.15533970226863228,0.15533970226863228,6.437504291534424,1,1,1
Jon Atkin,RBC Capital,StreetInsider,0.15517243420468485,0.15517243420468485,6.444443596733941,1,1,1
Nik Oliver,UBS,Pulse 2.0,0.15514817604648662,0.15514817604648662,6.445451216264204,1,1,1
Tyler Van Buren,Cowen & Co.,Pulse 2.0,0.15509255670256353,0.05169751890085451,19.343288058326355,3,3,3
Thomas Forte,D.A. Davidson,StreetInsider,0.15506894069168634,0.038767235172921584,25.794978557008037,4,4,4
Shweta Khajuria,Evercore ISI,Pulse 2.0,0.1546344311946386,0.02577240519910643,38.80119035357521,6,6,6
Mike Kozak,Cantor Fitzgerald,TheFly,0.15436840118055434,0.038592100295138584,25.912038794270266,4,4,4
Keith Bachmann,BMO Capital,StreetInsider,0.15428508808238184,0.07714254404119092,12.963015576282285,2,2,1
Chris Kapsch,Loop Capital Markets,TheFly,0.15420124138566613,0.02570020689761102,38.910192590432246,6,6,5
Uy Ear,Mizuho Securities,StreetInsider,0.15396216306654187,0.021994594723791696,45.46571612516659,7,7,5
Douglas Harter,Credit Suisse,Benzinga,0.15385299294775034,0.02197899899253576,45.497977425614685,7,7,5
Marc Solecitto,Barclays,TheFly,0.15384621757937506,0.15384621757937506,6.499997307272519,1,1,1
Suji Desilva,Roth Capital,TheFly,0.15370978435990587,0.025618297393317644,39.03460033455787,6,6,6
Lee Hambright,Bernstein,TheFly,0.15352120818826737,0.05117373606275579,19.541274038965454,3,3,3
Mitchel Penn,Oppenheimer,TheFly,0.1534893105933221,0.07674465529666105,13.030223357371796,2,2,2
Bhavin Shah,Deutsche Bank,StreetInsider,0.15337921082400607,0.021911315832000868,45.638518821381226,7,7,4
Robert Dodd,Raymond James,TheFly,0.15322583473436321,0.15322583473436321,6.526314584832442,1,1,1
Shannon Cross,Credit Suisse,Benzinga,0.15269837804016764,0.07634918902008382,13.097716070526275,2,2,2
Cai Rumohr,Cowen & Co.,Benzinga,0.15267174386979165,0.15267174386979165,6.550000508626303,1,1,1
Etinenne Ricard,BMO Capital,StreetInsider,0.1525402089250058,0.0762701044625029,13.111297107133709,2,2,2
Lauren Siberman,Credit Suisse,Pulse 2.0,0.15250838538665976,0.07625419269332988,13.11403300827906,2,2,2
Robert Driscoll,Wedbush,StreetInsider,0.1522451501567512,0.025374191692791866,39.41012238368458,6,6,5
Stuart Gordon,Berenberg Bank,TipRanks Contributor,0.15202472849936532,0.07601236424968266,13.155754460093311,2,2,2
Chad Bennett,Craig-Hallum,Pulse 2.0,0.1519478573506669,0.037986964337666726,26.324820038552808,4,4,3
Joseph Foresi,Cantor Fitzgerald,Benzinga,0.15148187788614698,0.15148187788614698,6.6014497176460605,1,1,1
Mark McLaughlin,Raymond James,StreetInsider,0.15107390661605608,0.07553695330802804,13.238553531834336,2,2,1
Tien Tsin Huang,J.P. Morgan,TheFly,0.15087491909374146,0.037718729773435364,26.512027473000494,4,4,4
Christopher Shaw,Monness,TheFly,0.15015729214639054,0.15015729214639054,6.6596832275390625,1,1,1
Edward Woo,Ascendiant,StreetInsider,0.15008355334158366,0.018760444167697957,53.30364201727252,8,8,7
Gail Nicholson,Stephens,TheStreet,0.14960720513382958,0.037401801283457395,26.73668020481929,4,4,4
Cenk Orcan,HSBC,TheFly,0.14931739059110877,0.14931739059110877,6.6971435546875,1,1,1
William Grippin,UBS,StreetInsider,0.1490584865008639,0.04968616216695463,20.12632806373365,3,3,2
George Iwanyc,Oppenheimer,Benzinga,0.1489889997590857,0.04966299991969523,20.135714749753216,3,3,3
Bobby Burleson,Canaccord Genuity,StreetInsider,0.1489362366980128,0.1489362366980128,6.714282717023577,1,1,1
Paul Knight,KeyBanc,TheFly,0.14872899501829379,0.029745799003658757,33.61819260181914,5,5,4
Navin Killa,UBS,StreetInsider,0.14871798750865642,0.14871798750865642,6.724136177150683,1,1,1
Saiyi He,CMB International Securities,StreetInsider,0.1484554597537008,0.0742277298768504,13.472054199408738,2,2,2
Adrian Ng,CFRA,StreetInsider,0.1484374203719626,0.1484374203719626,6.736845719186883,1,1,1
Ronald Josey,Citigroup,TipRanks Contributor,0.14822583589301777,0.007801359783843041,128.1827819389953,19,19,14
Tom O’Malley,Barclays,Pulse 2.0,0.14820812901058736,0.07410406450529368,13.494536455939798,2,2,1
Eunice Lee,Bernstein,Benzinga,0.1480997502117199,0.024683291701953314,40.51323510959703,6,6,3
Aaron Siegel,CFRA,StreetInsider,0.1480933010092306,0.0740466505046153,13.504999796549479,2,2,2
Arun Jayaram,J.P. Morgan,Benzinga,0.14801959832328845,0.049339866107762816,20.267586414116078,3,3,3
John Stasak,Argus Research,StreetInsider,0.1474479896044109,0.1474479896044109,6.782052455804287,1,1,1
Sean McGowan,Roth Capital,TheFly,0.14702985288680215,0.021004264698114592,47.60937906527921,7,7,4
Andrew Galler,Morgan Stanley,StreetInsider,0.14695774219899935,0.04898591406633312,20.414031646850024,3,3,3
Geulah Livshits,Loop Capital Markets,StreetInsider,0.1468733436955121,0.018359167961939014,54.46869934809314,8,8,7
John Young,Canaccord Genuity,TheFly,0.14684099313071539,0.07342049656535769,13.620174839185632,2,2,2
Gaurav Mehta,EF Hutton,Benzinga,0.1466666659867322,0.03666666649668305,27.27272739916137,4,4,3
Eric Serotta,Morgan Stanley,StreetInsider,0.14658738034499658,0.036646845086249144,27.28747857138802,4,4,2
Neil Malkin,Capital One Financial,TheFly,0.14657717965413075,0.04885905988471025,20.467033184012116,3,3,3
Patrick Tyler,Raymond James,StreetInsider,0.14655088529787633,0.07327544264893816,13.647136937691238,2,2,2
Douglas Becker,Benchmark Co.,TheFly,0.1463330838864268,0.04877769462880893,20.501173899460657,3,3,3
Tyler Parker,KeyBanc,TheFly,0.14609576555931483,0.04869858851977161,20.534476057637693,3,3,3
Leo Chiang,Deutsche Bank,TheFly,0.14578656573083854,0.07289328286541927,13.71868518867878,2,2,2
Katherine Griffin,Griffin,StreetInsider,0.1454513815395151,0.04848379384650503,20.625448643022917,3,3,3
Allison Poliniak,Wells Fargo,TipRanks Contributor,0.1447417498301485,0.048247249943382836,20.726569932451685,3,3,3
John Coffey,Susquehanna,StreetInsider,0.1444036198749965,0.0288807239749993,34.625170784002975,5,5,5
Mike Hickey,Benchmark Co.,StreetInsider,0.14411849360763837,0.028823698721527673,34.69367375995802,5,5,5
Jeff Garro,Piper Sandler,TheFly,0.14385399374678512,0.03596349843669628,27.805971150449153,4,4,4
Eve Burstein,Bernstein,StreetInsider,0.14354065937676247,0.14354065937676247,6.966667175292969,1,1,1
Rafe Jadrosich,Bank of America Securities,StreetInsider,0.1432940473523146,0.02865880947046292,34.89328476923111,5,5,5
Andrew Rosivach CFA,Wolfe Research,TheFly,0.14295882630672851,0.07147941315336426,13.990042109808982,2,2,2
Michael Shilsky,D.A. Davidson,StreetInsider,0.14291933011667154,0.07145966505833577,13.993908300348938,2,2,2
Andrew Kaip,BMO Capital,StreetInsider,0.14290107507753777,0.07145053753876889,13.99569596600169,2,2,2
Tim Moore,EF Hutton,Benzinga,0.14286422253288994,0.028572844506577988,34.99826556539661,5,5,5
David Huang,Deutsche Bank,Benzinga,0.1428571059109319,0.1428571059109319,7.000001810364805,1,1,1
Alexander Leach,Berenberg Bank,Investing,0.1426844593690756,0.1426844593690756,7.008471731412208,1,1,1
Laura Sutcliffe,UBS,TheFly,0.14250224248421178,0.07125112124210589,14.034866856369543,2,2,2
Charles Schwab,Barclays,Benzinga,0.14249362761180556,0.14249362761180556,7.017857687813896,1,1,1
Michael Ramirez,Truist Financial,StreetInsider,0.1424656938670145,0.1424656938670145,7.019233703613281,1,1,1
Maxim Sytchev,National Bank,TheFly,0.14177212451555768,0.14177212451555768,7.05357279096331,1,1,1
Canaccord Canaccord,Canaccord Genuity,Pulse 2.0,0.1417243731883636,0.0354310932970909,28.22379743167863,4,4,4
Keely Bania,BMO Capital,StreetInsider,0.14166280413043322,0.14166280413043322,7.059015993212091,1,1,1
David Phung,Morgan Stanley,Benzinga,0.14162452091532146,0.14162452091532146,7.06092415026003,1,1,1
Scott Stember,C.L. King,TheFly,0.14160861171303774,0.035402152928259434,28.246869675594205,4,4,4
Lucas Herrmann,BNP Paribas,TheFly,0.1415682420106769,0.07078412100533844,14.12746228669819,2,2,2
Manuel Muhl,DZ BANK AG,StreetInsider,0.14106833705294786,0.047022779017649285,21.266288826201983,3,3,3
Jill Shea,Citigroup,StreetInsider,0.14074266219594334,0.046914220731981114,21.31549846501674,3,3,3
Daan Vandenberk,Kepler Capital,TipRanks Contributor,0.1403180222101687,0.1403180222101687,7.126668294270834,1,1,1
Omar Mejias,Wells Fargo,TheFly,0.14024395463299807,0.14024395463299807,7.13043212890625,1,1,1
Lee Simpson,Morgan Stanley,Benzinga,0.13981454826236384,0.06990727413118192,14.304663032969742,2,2,2
Jeffrey Santial,Stifel Nicolaus,StreetInsider,0.1398006191245318,0.0699003095622659,14.306088288625082,2,2,1
Gregory Renza,RBC Capital,TheFly,0.1395502348260191,0.012686384984183556,78.82466133943798,11,11,10
Sandy Klugman,Susquehanna,TheFly,0.13946932419929203,0.046489774733097344,21.51010637803914,3,3,3
Ben Pham,BMO Capital,StreetInsider,0.13946045603975496,0.04648681867991832,21.511474185519745,3,3,3
Matt Cost,Morgan Stanley,Benzinga,0.13944232432243484,0.13944232432243484,7.171423775809152,1,1,1
Christopher Turnure,J.P. Morgan,Benzinga,0.13921489791400427,0.06960744895700213,14.366278537484103,2,2,2
David Chiaverini,Wedbush,Benzinga,0.13913254535320776,0.01159437877943398,86.24869163096452,12,12,8
Madhu Kumar,Goldman Sachs,StreetInsider,0.13897972749945733,0.027795945499891467,35.97647002164055,5,5,5
Eric Martinuzzi,Lake Street,TheFly,0.13885342222415561,0.009918101587439688,100.82574686131497,14,14,10
David Barden,Bank of America Securities,TheFly,0.13872193290181925,0.03468048322545481,28.834661659674314,4,4,4
Rashad Kawan,Morgan Stanley,StreetInsider,0.1386363155585841,0.1386363155585841,7.213117255539195,1,1,1
Javier Escalante,Evercore ISI,StreetInsider,0.13850413170742015,0.13850413170742015,7.220001220703125,1,1,1
Marc Torrente,Wells Fargo,StreetInsider,0.13835458288537036,0.06917729144268518,14.455610781299825,2,2,2
Greg Miller,Truist Financial,Pulse 2.0,0.1383352127162673,0.03458380317906683,28.915269810617254,4,4,3
Steven Seedhouse,Raymond James,TheFly,0.13814137082712177,0.023023561804520296,43.43376617790157,6,6,5
David Lantz,Wells Fargo,StreetInsider,0.13812158771540664,0.13812158771540664,7.239997863769531,1,1,1
Jorge Kuri,Morgan Stanley,StreetInsider,0.13800568886711795,0.02760113777342359,36.230390508136,5,5,4
John Newman,Canaccord Genuity,TheFly,0.13796967699622426,0.022994946166037377,43.4878165306149,6,6,6
Swayampakula Ramakanth,H.C. Wainwright,TheFly,0.1379582955266464,0.019708327932378058,50.739971621698984,7,7,7
Ross Osborn,Cantor Fitzgerald,TheFly,0.1377172081292266,0.019673886875603803,50.828796888124295,7,7,7
Needham Needham,Needham,Pulse 2.0,0.1376219035114296,0.02752438070228592,36.33142597526088,5,5,5
Lina Yan,HSBC,TheFly,0.13736973432858235,0.03434243358214559,29.118495566368182,4,4,2
Steven Halper,Cantor Fitzgerald,StreetInsider,0.137255488074284,0.012477771643116727,80.14251491384223,11,11,11
Erik W Woodring,Morgan Stanley,Benzinga,0.13717110283590828,0.06858555141795414,14.580330395043273,2,2,1
David E. Strauss,Barclays,TipRanks Contributor,0.13714567050899168,0.06857283525449584,14.5830341751027,2,2,2
Chris O\'Cull,Stifel Nicolaus,StreetInsider,0.13707585716212445,0.06853792858106222,14.590461379603337,2,2,2
Jason Seidl,Cowen & Co.,Benzinga,0.13699585017284338,0.027399170034568675,36.49745589878567,5,5,4
John Choi,Daiwa,Benzinga,0.13688656499333254,0.027377312998666508,36.526594120055094,5,5,5
Amit Goel,Barclays,TipRanks Contributor,0.1368456907498496,0.0684228453749248,14.615001678466797,2,2,2
Allan Verkhovski,Wolfe Research,StreetInsider,0.13678185926312916,0.03419546481578229,29.243644014994302,4,4,4
Satoshi Tanaka,Daiwa,StreetInsider,0.13669060746794923,0.13669060746794923,7.31579161526864,1,1,1
Cathy Seifert,CFRA,StreetInsider,0.1365484650338025,0.1365484650338025,7.32340711228391,1,1,1
Yaron Werber,Cowen & Co.,StreetInsider,0.1364662522370956,0.04548875074569853,21.983457087894664,3,3,3
Daniel Roeska,Bernstein,TheFly,0.1362013936744968,0.0454004645581656,22.026206333612127,3,3,2
Raj Sharma,B.Riley Financial,StreetInsider,0.1360182067735306,0.0680091033867653,14.703913890954219,2,2,2
David Ridley Lane,Bank of America Securities,StreetInsider,0.13558046235824192,0.13558046235824192,7.375693979842887,1,1,1
Robert Sanders,Deutsche Bank,StreetInsider,0.13530669100262985,0.04510223033420995,22.171852535671658,3,3,1
Caydee Blankenship,CFRA,StreetInsider,0.13520504155541443,0.04506834718513814,22.188521711081577,3,3,3
Oren Livnat,H.C. Wainwright,StreetInsider,0.13413144543019762,0.0191616350614568,52.187613259135574,7,7,6
Eric Wood,B.Riley Financial,StreetInsider,0.13377926734314463,0.06688963367157232,14.949999650319416,2,2,2
"Robert Simmons, CFA",D.A. Davidson,TheFly,0.13295775503567311,0.03323943875891828,30.084743826539366,4,4,3
Vedvati Shrotre,Evercore ISI,TheFly,0.13289081827020444,0.044296939423401474,22.574923076326883,3,3,3
Ryan Carr,Jefferies,StreetInsider,0.13224544049520062,0.06612272024760031,15.123394746245204,2,2,2
Alexander Pearce,BMO Capital,StreetInsider,0.13223150500955252,0.13223150500955252,7.562494277954102,1,1,1
Kevin Krishnaratne,Scotiabank,StreetInsider,0.13204223534177173,0.06602111767088586,15.146668752034506,2,2,2
Alexander Nowak,Craig-Hallum,StreetInsider,0.13201039546475468,0.13201039546475468,7.5751610051572715,1,1,1
Jacob Stephan,Lake Street,TheFly,0.13191225223163838,0.032978063057909596,30.323187818641635,4,4,3
Peter Christiansen,Citigroup,Pulse 2.0,0.13185035119938085,0.018835764457054406,53.09049188207904,7,7,5
Soham Bhonsle,BTIG,TheFly,0.13183451337422297,0.04394483779140766,22.755801369587157,3,3,3
Rod Lache,Wolfe Research,StreetInsider,0.13161984129663332,0.026323968259326664,37.98819350291903,5,5,4
Vincent Colicchio,Barrington,Pulse 2.0,0.13139959728717257,0.04379986576239086,22.831120200798853,3,3,3
Peter Winter,D.A. Davidson,StreetInsider,0.13138190425577972,0.03284547606394493,30.44559311769933,4,4,4
Jialong Shi,Nomura,StreetInsider,0.13134289788716433,0.03283572447179108,30.454634885826632,4,4,4
Serge Belanger,Needham,Pulse 2.0,0.13110823736334537,0.018729748194763623,53.391000754595055,7,7,7
Seyon Park,Morgan Stanley,TheFly,0.1310679951445928,0.1310679951445928,7.6296276516384545,1,1,1
Dori Kesten,Wells Fargo,Pulse 2.0,0.13092045061992005,0.018702921517131436,53.46758254233295,7,7,7
Robert Krankowski,UBS,StreetInsider,0.13090799277265613,0.06545399638632807,15.277905937136614,2,2,2
Logan Thomas,Stifel Nicolaus,TheStreet,0.13087250332505962,0.13087250332505962,7.641024467272636,1,1,1
Paretosh Misra,Berenberg Bank,TipRanks Contributor,0.13082189031993202,0.043607296773310676,22.931941991232026,3,3,3
Collin Verron,Jefferies,StreetInsider,0.13043486193137133,0.13043486193137133,7.666662004258898,1,1,1
Benjamin Sherlund,Cantor Fitzgerald,StreetInsider,0.13043477179197463,0.13043477179197463,7.666667302449544,1,1,1
Justin Zelin,BTIG,StreetInsider,0.1304234965911287,0.016302937073891088,61.33864072882212,8,8,6
Jason Getz,Mizuho Securities,Benzinga,0.13011828077263407,0.06505914038631704,15.370630384325148,2,2,2
Peter Heckman,D.A. Davidson,StreetInsider,0.13009720154478627,0.06504860077239313,15.373120837741428,2,2,2
Harry Fong,MKM Partners,TheFly,0.1297968307876187,0.1297968307876187,7.704348356827445,1,1,1
Joseph Greff,J.P. Morgan,TheFly,0.1294348477833937,0.04314494926113123,23.17768399604744,3,3,3
Richard Close,Canaccord Genuity,StreetInsider,0.12938730301101775,0.02156455050183629,46.37240177646396,6,6,5
Joshua Wilson,Raymond James,Benzinga,0.12920090568910034,0.06460045284455017,15.479767648166913,2,2,2
Andrew Kligerman,Credit Suisse,StreetInsider,0.12896077937391748,0.010746731614493122,93.0515468211184,12,12,12
Patrick B Donnelly,Citigroup,TheFly,0.12840241989340873,0.03210060497335218,31.152060867081303,4,4,4
Chase Knickerbocker,Craig-Hallum,StreetInsider,0.12802901821342222,0.0182898597447746,54.67510489169821,7,7,5
Drew Ranieri,Morgan Stanley,TheFly,0.1279092798156929,0.06395463990784644,15.636082095699711,2,2,2
Christopher Kuhn,Benchmark Co.,TheFly,0.12789344310925585,0.03197336077731396,31.276036540692004,4,4,4
Steve Moss,B.Riley Financial,TheFly,0.12786608485265039,0.06393304242632519,15.64136418429288,2,2,2
Mitchell Kapoor,H.C. Wainwright,StreetInsider,0.12781875407877472,0.06390937703938736,15.647156118947926,2,2,2
Mark Li,Bernstein,Benzinga,0.12779427481136868,0.042598091603789565,23.47523004788879,3,3,2
Ianjit Bhatti,Atlantic Equities,MarketWatch,0.12773447137551056,0.042578157125170185,23.486220811770348,3,3,3
Stan Zlotsky,Morgan Stanley,Pulse 2.0,0.12771391411482777,0.025542782822965553,39.150002054627286,5,5,5
Gary Yu,Morgan Stanley,StreetInsider,0.12753554620843616,0.03188388655210904,31.363804985495175,4,4,2
Greg Parrish,Morgan Stanley,TheFly,0.12729844434146667,0.06364922217073334,15.711111085027712,2,2,1
Brett Huff,Stephens,StreetInsider,0.1272383431108126,0.1272383431108126,7.85926612647804,1,1,1
Jonathan Lee,Guggenheim,StreetInsider,0.12715083631941845,0.03178770907985461,31.45869988579163,4,4,4
Warren Cheng,Evercore ISI,StreetInsider,0.1269247146361144,0.02538494292722288,39.39343109287031,5,5,3
Thomas Yeh,Morgan Stanley,Benzinga,0.12652422655474124,0.042174742184913745,23.710874049105826,3,3,3
Graham Doyle,UBS,StreetInsider,0.12625535808890814,0.12625535808890814,7.9204559326171875,1,1,1
Reginald Smith,J.P. Morgan,Benzinga,0.12606467695962922,0.12606467695962922,7.932436144029772,1,1,1
Chris McNally,Evercore ISI,StreetInsider,0.12599981477840705,0.008999986769886217,111.11127444608928,14,14,10
Bryan Bergin,Cowen & Co.,StreetInsider,0.12590618105146414,0.031476545262866036,31.769687290928154,4,4,4
Eric Des Lauriers,Craig-Hallum,Pulse 2.0,0.125768600149608,0.041922866716536,23.853330612182617,3,3,3
Andrew Cooper,Raymond James,TheFly,0.12574816404017813,0.031437041010044534,31.80960955200864,4,4,3
Menno Hulshof,TD Securities,StreetInsider,0.12565573866412527,0.041885246221375086,23.874755199354066,3,3,3
Manish Adukia,Goldman Sachs,StreetInsider,0.12517783112446226,0.12517783112446226,7.988634976473722,1,1,1
Jeffrey Donnelly,Wells Fargo,StreetInsider,0.125,0.125,8.0,1,1,1
Robert Wasserman,Benchmark Co.,TheFly,0.124983303482128,0.062491651741064,16.00213743979003,2,2,2
Kerry Holford,Berenberg Bank,TheFly,0.12459505087529849,0.12459505087529849,8.0260009765625,1,1,1
Mike Ng,Goldman Sachs,TheFly,0.12458706455019747,0.031146766137549367,32.10606184872714,4,4,3
Matthew Blackman,Stifel Nicolaus,StreetInsider,0.12451362114128028,0.06225681057064014,16.06249968210856,2,2,1
Sidharth Sahoo,HSBC,TheFly,0.12451088824180712,0.041503629413935705,24.094278358803706,3,3,3
Jeff Lye,CFRA,StreetInsider,0.12434737184758975,0.06217368592379487,16.083974838256836,2,2,2
Victoria Nice,Societe Generale,StreetInsider,0.1235880952246922,0.1235880952246922,8.091394225163247,1,1,1
Nik Cremo,UBS,StreetInsider,0.12358629325858066,0.06179314662929033,16.18302440558989,2,2,2
Alex Haissl,Redburn Partners,Benzinga,0.12357799242768015,0.030894498106920038,32.36822286412255,4,4,4
Neena Bitritto-Garg,Citigroup,TheFly,0.12341897146254803,0.024683794292509605,40.51241021334609,5,5,5
Peter Clark,Societe Generale,TheFly,0.12326937353265094,0.041089791177550315,24.336945293271697,3,3,3
Elizabeth Anderson CFA,Evercore ISI,TipRanks Contributor,0.12298609905073928,0.024597219810147855,40.655001163482666,5,5,3
Telsey Advisory Telsey Advisory,Telsey Advisory,Pulse 2.0,0.1229367880896608,0.0614683940448304,16.268523288092993,2,2,2
Kyle White,Deutsche Bank,Benzinga,0.12288831685498236,0.06144415842749118,16.274940134139467,2,2,2
Jeffrey Adelson,Morgan Stanley,StreetInsider,0.1228359363779006,0.040945312125966866,24.42282029560634,3,3,2
Nicole Germino,Truist Financial,StreetInsider,0.12270985792953629,0.024541971585907256,40.74652260514515,5,5,3
Rick Shafer,Oppenheimer,StreetInsider,0.12260534725968845,0.06130267362984423,16.312502225240074,2,2,1
Michael Graham,Canaccord Genuity,Benzinga,0.12250572065136328,0.01750081723590904,57.14018874205203,7,7,7
Carey MacRury,Canaccord Genuity,StreetInsider,0.12244897959183672,0.06122448979591836,16.333333333333336,2,2,2
Alexandre Faure,BNP Paribas,TheFly,0.12244592286566056,0.04081530762188685,24.50061161523033,3,3,3
Vince Valentini,TD Securities,TheFly,0.12236807504411037,0.024473615008822076,40.860330590291916,5,5,4
Alonso Aramburu,BTG Pactual,TheFly,0.12200216864935697,0.12200216864935697,8.196575610668628,1,1,1
Franco Granda,D.A. Davidson,TipRanks Contributor,0.12098650498310137,0.024197300996620274,41.32692320270239,5,5,4
Michael Harrison,Seaport Global,StreetInsider,0.12096776426397096,0.06048388213198548,16.53333028157552,2,2,2
Carlos Santarelli,Deutsche Bank,StreetInsider,0.12030075878061618,0.12030075878061618,8.312499523162842,1,1,1
Sean Lee,H.C. Wainwright,StreetInsider,0.12000000000000002,0.12000000000000002,8.333333333333332,1,1,1
Nicholas Cucharale,Piper Sandler,Benzinga,0.12000000000000002,0.12000000000000002,8.333333333333332,1,1,1
Gavin Clark-Gartner,Evercore ISI,TheFly,0.11995347811485514,0.029988369528713785,33.346261091070744,4,4,4
Mark Zgutowicz,Benchmark Co.,Benzinga,0.11982732917147493,0.023965465834294986,41.72670821065298,5,5,5
Timothy Coffey,Janney Montgomery,StreetInsider,0.11970508752558286,0.05985254376279143,16.707727644178604,2,2,2
Phil Nadeau,Cowen & Co.,TheFly,0.11950089389741049,0.029875223474352623,33.47255296210531,4,4,4
Laurent Yoon,Bernstein,StreetInsider,0.119331929116338,0.039777309705446,25.139960630949556,3,3,3
Lance Jessurun,BTIG,Benzinga,0.11900762907356427,0.03966920969118809,25.20846792221663,3,3,2
Gautam Chhugani,Bernstein,TheFly,0.11858334127287608,0.02964583531821902,33.731550798484136,4,4,3
Julia Pan,UOB Kay Hian,StreetInsider,0.11843078543947512,0.05921539271973756,16.887500936334785,2,2,2
Sung Ji Nam,Scotiabank,TheFly,0.11836731007873845,0.11836731007873845,8.448278492894666,1,1,1
Juan Perez-Carrascosa,UBS,TheFly,0.1183316465478752,0.0591658232739376,16.901649375687764,2,2,1
Mason Carrico,Stephens,StreetInsider,0.11803542710139636,0.02950885677534909,33.888130862303456,4,4,4
Mike Cyprys,Morgan Stanley,Benzinga,0.11795324064451927,0.058976620322259636,16.95587157310485,2,2,1
Brody Preston,Stephens,StreetInsider,0.11789472796580205,0.05894736398290103,16.964286991528102,2,2,2
Jessica Tassan,Piper Sandler,StreetInsider,0.11787632046225358,0.008419737175875255,118.76855287897358,14,14,11
Jacob Lacks,Wolfe Research,TheFly,0.11785397328974448,0.11785397328974448,8.485076676553755,1,1,1
Robert Brown,Lake Street,TheFly,0.11752817746576694,0.03917605915525565,25.52579359850812,3,3,3
Clay Griffin,MoffettNathanson,Benzinga,0.11751155038275525,0.03917051679425175,25.529405324229714,3,3,3
Brent Dilts,UBS,StreetInsider,0.11731688315963384,0.039105627719877946,25.571766988711087,3,3,3
Ali Faghri,Guggenheim,Pulse 2.0,0.11692700271419479,0.03897566757139826,25.657033280267296,3,3,3
Craig Mailman,KeyBanc,TheFly,0.1168706104250876,0.0584353052125438,17.112942190731275,2,2,2
Gerry Sweeney,Roth Capital,TheFly,0.1167026839181607,0.05835134195908035,17.137566445365785,2,2,2
Matthew Harrigan,Benchmark Co.,TheFly,0.11662333074820966,0.010602120977109969,94.32074979704579,11,11,9
Trevor Stirling,Bernstein,StreetInsider,0.11652918970270937,0.029132297425677342,34.326163343320644,4,4,4
Christopher Schoell,UBS,StreetInsider,0.11643835312207487,0.11643835312207487,8.588235518511604,1,1,1
Ricky Goldwasser,Morgan Stanley,Benzinga,0.11640827861292824,0.011640827861292825,85.9045432090893,10,10,9
