analystName,analystCompany,publisher,skill_score,accuracy,avg_error,breadth,total_predictions,diversity
Julien Dumoulin-Smith,Bank of America Securities,Pulse 2.0,0.5231695601280351,0.1743898533760117,5.73427857550774,3,3,3
Christopher Raymond,Raymond James,StreetInsider,0.5226092367656592,0.02010035526021766,49.7503644614275,26,26,14
John Gerdes,MKM Partners,TheFly,0.5208394896158894,0.0473490445105354,21.119750363230562,11,11,11
Jamie Perse,Goldman Sachs,StreetInsider,0.5206600231582903,0.26033001157914515,3.8412782065888758,2,2,2
Catherine Mealor,UBS,StreetInsider,0.520548271627518,0.520548271627518,1.9210514269377057,1,1,1
Maria Ripps,Canaccord Genuity,TheStreet,0.5202321854711587,0.026011609273557935,38.444372644661726,20,20,13
Mirek Zak,Neuberger Berman,StreetInsider,0.519835207607428,0.17327840253580934,5.77105966678878,3,3,3
Michael Rose,Raymond James,TheFly,0.518489196768155,0.06481114959601937,15.429443949585782,8,8,7
Timothy Horan,Oppenheimer,Benzinga,0.5177404179449766,0.036981458424641185,27.040577700247972,14,14,9
Adrian Huerta,J.P. Morgan,TheFly,0.5150728779651329,0.5150728779651329,1.9414728338068181,1,1,1
Dave Rochester,Compass Point,TheFly,0.5129031464627883,0.07327187806611261,13.647800853387546,7,7,7
Ian Macpherson,Piper Sandler,StreetInsider,0.5113514133879589,0.05113514133879588,19.55602299746274,10,10,8
Sean Dodge,RBC Capital,StreetInsider,0.5112923753094298,0.04648112502812999,21.51410920873383,11,11,11
Jonathan Block,Stifel Nicolaus,StreetInsider,0.5097827242425099,0.03398551494950066,29.424300366962445,15,15,11
Stephen Powers,Deutsche Bank,StreetInsider,0.5091879733338388,0.1272969933334597,7.85564508488004,4,4,4
Gregory Francfort,Guggenheim,Benzinga,0.508136410936857,0.05645960121520634,17.71177936925755,9,9,6
Michael Mueller,Industrial Alliance Securities,StreetInsider,0.5053763740288558,0.2526881870144279,3.9574465740375206,2,2,2
Maher Yaghi,Scotiabank,StreetInsider,0.5052899216420248,0.0631612402052531,15.832494687411636,8,8,5
Michael Yee,Jefferies,Benzinga,0.5045500379586295,0.03603928842561639,27.74749568277295,14,14,9
Patrick Tyler Brown,Raymond James,Benzinga,0.5028484493968955,0.03868064995360735,25.85271967248162,13,13,11
Daniel Arias,Stifel Nicolaus,StreetInsider,0.5018610549097725,0.04562373226452478,21.918417243947417,11,11,8
Amanda Sweitzer,Robert W. Baird,StreetInsider,0.5018450366422473,0.1672816788807491,5.977940959768074,3,3,3
Dan Levy,Barclays,TheFly,0.5010820936455762,0.02386105207836077,41.90930042463991,21,21,10
Michael Rollins,Citigroup,TheFly,0.5007964523049927,0.06259955653812409,15.974554059196645,8,8,7
Nicole Deblase,Deutsche Bank,Pulse 2.0,0.5006266057143964,0.04551150961039968,21.97246385717545,11,11,9
Eric Wold,B.Riley Financial,StreetInsider,0.5003922212738052,0.0416993517728171,23.98118813568412,12,12,7
Mauricio Serna,UBS,TheFly,0.49940398850041184,0.03329359923336079,30.035803368413887,15,15,8
Brian Colley,Stephens,Benzinga,0.49936066558463454,0.03566861897033104,28.03584856570406,14,14,5
Brad Milsaps,Piper Sandler,StreetInsider,0.4992582994183058,0.08320971656971764,12.017827258937308,6,6,6
David Rodgers,Robert W. Baird,StreetInsider,0.4978572957439502,0.07112247082056432,14.060253931881968,7,7,6
Manav Patnaik,Barclays,Benzinga,0.4967946725206234,0.04967946725206234,20.129040332220693,10,10,9
Dominick Gabriele,Oppenheimer,Benzinga,0.49635037482293326,0.03818079806330256,26.191175950330624,13,13,9
Marc Bianchi,Cowen & Co.,TheFly,0.49511905953208557,0.1650396865106952,6.0591486880653775,3,3,3
Robin Farley,UBS,StreetInsider,0.4945378473748481,0.04495798612498619,22.242989203740876,11,11,10
David Pang,Stifel Nicolaus,Benzinga,0.4931509941734383,0.4931509941734383,2.0277765062120223,1,1,1
Jared Garber,Goldman Sachs,StreetInsider,0.4930915693845553,0.04482650630768684,22.308229714268858,11,11,11
Stephen Bersey,HSBC,StreetInsider,0.49274907213768127,0.04479537019433466,22.323735592801764,11,11,10
Ashley Helgans,Jefferies,StreetInsider,0.4924591966191126,0.05471768851323473,18.275625801666074,9,9,7
Luke Lemoine,Piper Sandler,StreetInsider,0.4923634630674419,0.03787411254364938,26.403258923823344,13,13,12
Christopher Merwon,Goldman Sachs,StreetInsider,0.49166635407361725,0.49166635407361725,2.033899598202463,1,1,1
Alex Kania,Wolfe Research,TheFly,0.4915252966087996,0.4915252966087996,2.03448328478583,1,1,1
Stephanie Davis,Barclays,TheFly,0.49141014135607997,0.040950845113006666,24.4195204577691,12,12,11
William Janela,Mizuho Securities,TheFly,0.48987084656116203,0.044533713323742,22.45489821902805,11,11,9
Peter Saleh,BTIG,StreetInsider,0.4893970222006418,0.037645924784664754,26.563300163829545,13,13,8
Mark Shmulik,Bernstein,MarketWatch,0.4882060180507078,0.032547067870047186,30.72473391436567,15,15,7
Mark Wilde,BMO Capital,TheFly,0.4881218358094216,0.09762436716188432,10.243344249717524,5,5,4
Paul Golding,Macquarie,TheFly,0.48810711041436583,0.040675592534530486,24.584767859277672,12,12,10
Ryan Nash,Goldman Sachs,StreetInsider,0.48777790870571336,0.06968255838653048,14.350793414515307,7,7,7
Brian Essex,Goldman Sachs,TipRanks Contributor,0.48738107745382275,0.027076726525212376,36.9320862722772,18,18,11
Jed Kelly,Oppenheimer,Benzinga,0.4872909934601539,0.034806499532868136,28.730266284194702,14,14,8
Bruno Amorim,Goldman Sachs,StreetInsider,0.48707461917123446,0.12176865479280861,8.212294056311261,4,4,4
Nikolaas Faes,Bryan Garnier & Co Ltd,TheFly,0.4864862189841227,0.4864862189841227,2.0555566858362266,1,1,1
Greg McGinnis,Scotiabank,TheFly,0.48519910940959127,0.16173303646986376,6.183028661471606,3,3,3
Chad Beynon,Macquarie,TheFly,0.48396079810190895,0.03226405320679393,30.99424593650953,15,15,11
Alejandro Zamacona,HSBC,TheFly,0.48356852185239835,0.08059475364206639,12.40775552762594,6,6,5
Moshe Orenbuch,Credit Suisse,TheFly,0.4835572983547794,0.060444662294347425,16.544058020049796,8,8,5
Andrew Fein,H.C. Wainwright,TheFly,0.48260641342439575,0.030162900839024735,33.153309933181255,16,16,12
Matt Murphy,Barclays,TipRanks Contributor,0.48192664766982257,0.48192664766982257,2.0750045776367188,1,1,1
Steven Lichtman,Oppenheimer,TheFly,0.4813555722492443,0.03702735171148033,27.00706244918807,13,13,10
Tom Callaghan,RBC Capital,StreetInsider,0.48051395003023994,0.24025697501511997,4.162210066688251,2,2,1
Hans Mosesmann,Rosenblatt Securities,Benzinga,0.48033545723478754,0.017790202119806947,56.21071605963584,27,27,10
Kristina Ruggeri,Argus Research,StreetInsider,0.48006609471462897,0.06858087067351842,14.581325523855392,7,7,7
Atul Maheswari,UBS,StreetInsider,0.48003748548860214,0.04000312379071685,24.99804778325988,12,12,11
Mark Palmer,BTIG,TheFly,0.47738899398620344,0.036722230306631035,27.231461478510123,13,13,9
Emmanuel Rosner,Deutsche Bank,StreetInsider,0.47656776273534734,0.014892742585479605,67.1467994736576,32,32,15
Catharine Trebnick,Rosenblatt Securities,Benzinga,0.4764483253743428,0.0250762276512812,39.87840650939807,19,19,11
Nicholas Jones,JMP Securities,TheFly,0.4760477353671372,0.03661905656670286,27.308185785138015,13,13,11
William Kirk,Roth Capital,TheFly,0.47578442907377605,0.03171896193825174,31.526882939824144,15,15,10
Joe Feldman,Telsey Advisory,Benzinga,0.4752134256983417,0.027953730923431865,35.77340007811846,17,17,13
Lauren Schenk,Morgan Stanley,StreetInsider,0.47486908154954943,0.024993109555239444,40.01102775106127,19,19,8
Carlo Santarelli,Deutsche Bank,TheFly,0.4741240213173372,0.039510335109778104,25.309833420079443,12,12,10
Vikram Kesavabhotla,Robert W. Baird,TheFly,0.47343260745028554,0.06763322963575508,14.7856313440241,7,7,5
Stephen Kim,Evercore ISI,StreetInsider,0.472621996251749,0.04296563602288627,23.274413986734316,11,11,8
Oliver Chen,Cowen & Co.,StreetInsider,0.4714149066194984,0.0362626851245768,27.576556908695554,13,13,10
Barrington Barrington,Barrington,Pulse 2.0,0.47058823529411764,0.47058823529411764,2.125,1,1,1
Andrew Liesch,Piper Sandler,StreetInsider,0.4701004538136301,0.07835007563560502,12.763229542379216,6,6,6
Michael Pachter,Wedbush,Benzinga,0.46937513896633165,0.01738426440616043,57.52328523291626,27,27,8
John Freeman,Raymond James,Benzinga,0.46764582041219066,0.029227863775761916,34.213927082460266,16,16,12
Thomas Blakey,KeyBanc,StreetInsider,0.4658994109328606,0.027405847701932974,36.488562983930926,17,17,14
Seth Basham,Wedbush,Benzinga,0.4658492992212954,0.011944853826187062,83.71806089478216,39,39,20
Scott Schoenhaus,KeyBanc,StreetInsider,0.4651740081609321,0.03101160054406214,32.24599770589629,15,15,9
Eric Gonzalez,KeyBanc,StreetInsider,0.46453687063326604,0.024449308980698213,40.900951466131886,19,19,6
William Appicelli,UBS,StreetInsider,0.46333817912315056,0.15444605970771685,6.474752427432989,3,3,3
Michael Ha,Robert W. Baird,TheFly,0.46285508810285103,0.0771425146838085,12.963020509492033,6,6,6
Brian Fitzgerald,Wells Fargo,Benzinga,0.4627100837350938,0.02435316230184704,41.06242908438039,19,19,14
Joanne Wuensch,Citigroup,TheFly,0.4624684580884722,0.05138538423205247,19.46078666034833,9,9,8
Shneur Gershuni,UBS,StreetInsider,0.4614060079828763,0.11535150199571907,8.66915456408285,4,4,4
Paul Matteis,Stifel Nicolaus,StreetInsider,0.4603090783625874,0.03835908986354895,26.069440217617323,12,12,11
Scott Heleniak,RBC Capital,TheFly,0.46013247550384023,0.06573321078626289,15.213010106133181,7,7,7
David Grossman,Stifel Nicolaus,StreetInsider,0.45963946888693247,0.04178540626244841,23.93180034481745,11,11,8
Kevin Heal,Argus Research,TheFly,0.45855488961180274,0.05731936120147534,17.44611208218177,8,8,7
Ben Isaacson,Scotiabank,TheFly,0.4584127217997077,0.03526251706151598,28.358724314985377,13,13,8
Michael Feniger,Bank of America Securities,StreetInsider,0.4577607304444755,0.1525869101481585,6.553642111430281,3,3,3
Connor Siversky,Wells Fargo,Benzinga,0.4575729272097309,0.09151458544194618,10.927219908944098,5,5,5
George Sutton,Craig-Hallum,StreetInsider,0.45667493382501656,0.05074165931389073,19.707672423835106,9,9,7
Gray Powell,BTIG,TipRanks,0.4564049273677715,0.025355829298209526,39.438662732700045,18,18,9
Taylor McGinnis,UBS,StreetInsider,0.45616468190992565,0.030410978793995045,32.88286137628231,15,15,10
Mark Devries,Barclays,Benzinga,0.45585169283722393,0.05065018809302488,19.74326330562456,9,9,8
J. Parker Lane,Stifel Nicolaus,Benzinga,0.45544125223009235,0.03253151801643517,30.739420136951264,14,14,5
Harlan Sur,J.P. Morgan,StreetInsider,0.45511060923046975,0.035008508402343826,28.564484624916204,13,13,11
Derek Johnston,Deutsche Bank,StreetInsider,0.45500353531663384,0.07583392255277231,13.186710727037848,6,6,6
Ygal Arounian,Wedbush,StreetInsider,0.4538805435380623,0.023888449659898014,41.86123479074988,19,19,15
Seth Seifman,J.P. Morgan,Benzinga,0.45293367974912246,0.05661670996864031,17.66263000011648,8,8,8
Keegan Carl,Wolfe Research,TheFly,0.4520472944700308,0.09040945889400616,11.060789570396341,5,5,5
Michael Goldsmith,UBS,StreetInsider,0.4517039988608791,0.11292599971521977,8.8553566275422,4,4,3
Robert Drbul,Guggenheim,TipRanks Contributor,0.45169382188230006,0.026570224816605887,37.63611361598337,17,17,10
Kanneth Lee,RBC Capital,StreetInsider,0.45107813670284885,0.22553906835142443,4.433821631478263,2,2,2
Catherine Schulte,Robert W. Baird,StreetInsider,0.451011682915316,0.0563764603644145,17.737899710908632,8,8,6
Irene Himona,Societe Generale,TheFly,0.4506694173344971,0.4506694173344971,2.2189213679387016,1,1,1
Katie Tryhane,Credit Suisse,Investing,0.45004117051305903,0.07500686175217651,13.332113577875193,6,6,6
Jeff Johnson,Robert W. Baird,StreetInsider,0.4499888234268604,0.04499888234268604,22.2227741654685,10,10,8
Jeffrey Sprague,Vertical Research,TheFly,0.4494675639798708,0.0642096519971244,15.573982553974664,7,7,7
Manuel Navas,D.A. Davidson,StreetInsider,0.4492978737505259,0.11232446843763147,8.90277972297063,4,4,3
Rennie Pan,UBS,StreetInsider,0.4489245838699886,0.4489245838699886,2.2275456411395957,1,1,1
Paul Trussell,Deutsche Bank,StreetInsider,0.44863836894771536,0.04078530626797412,24.518634074478697,11,11,9
Kurt Yinger,D.A. Davidson,TheFly,0.4478942400399635,0.055986780004995435,17.86135941218221,8,8,5
Jeff Van Rhee,Craig-Hallum,TheFly,0.4474021525819106,0.04067292296199187,24.586381483683443,11,11,11
Paul Treiber,RBC Capital,StreetInsider,0.44566387070394414,0.037138655891995345,26.926122552957935,12,12,4
Christopher Carey,Wells Fargo,TipRanks Contributor,0.4449814251300237,0.07416357085500395,13.483708894695544,6,6,6
Trevor Young,Barclays,TheFly,0.4445482430690992,0.0277842651918187,35.99159427453414,16,16,9
Jonathan Ruykhaver,Robert W. Baird,TipRanks Contributor,0.44389968881667774,0.03699164073472314,27.033134517370154,12,12,9
Freddy Chen,KGI Securities,StreetInsider,0.44313003802601086,0.05539125475325136,18.05339136032664,8,8,6
Brian McNamara,Berenberg Bank,TipRanks Contributor,0.44298498930166696,0.034075768407820534,29.34636683850967,13,13,11
Anna Glaessgen,B.Riley Financial,StreetInsider,0.44261310294680417,0.05532663786835052,18.074476211250996,8,8,5
Justin Bowers,Deutsche Bank,Pulse 2.0,0.44229134368270134,0.04914348263141126,20.34857821331583,9,9,8
Mark Murphy,DNB Markets,Benzinga,0.4416833959963496,0.029445559733089974,33.96097778627832,15,15,9
Weston Twigg,KeyBanc,StreetInsider,0.44127587720103,0.031519705514359286,31.726184736860397,14,14,10
Tami Zakaria,J.P. Morgan,Benzinga,0.4412512738095804,0.1470837579365268,6.798847228471987,3,3,2
Kenneth Zener,KeyBanc,Benzinga,0.44084248658601827,0.07347374776433638,13.610303413505642,6,6,4
Toni Sacconaghi,Bernstein,Benzinga,0.4408417731645039,0.04898241924050043,20.415488158926294,9,9,6
Christopher Horvers,J.P. Morgan,Benzinga,0.44065917564840057,0.03389685966526158,29.50125792994408,13,13,9
Greg Badishkanian,Wolfe Research,TheFly,0.4392273626202533,0.03137338304430381,31.874152640403924,14,14,13
Rick Patel,Raymond James,TheFly,0.4382055755180847,0.03370812119369882,29.666441337790538,13,13,9
David Williams,Benchmark Co.,StreetInsider,0.4376655718326068,0.02188327859163034,45.696991692207774,20,20,15
Luke Junk,Robert W. Baird,TheFly,0.43757124701029293,0.03646427058419108,27.424105404525644,12,12,11
Joel Beatty,Robert W. Baird,TheFly,0.4360097888482795,0.02906731925655197,34.40289732857265,15,15,15
Donald Fandetti,Wells Fargo,Pulse 2.0,0.43576152609826574,0.03961468419075143,25.24316476145134,11,11,8
Anthony Hau,Truist Financial,StreetInsider,0.43569292156636896,0.10892323039159224,9.180778025081322,4,4,3
Stephen Gengaro,Stifel Nicolaus,Pulse 2.0,0.4355643211231557,0.036297026760262974,27.55046595427407,12,12,10
Robert Kad,Morgan Stanley,TheFly,0.43494434193986775,0.07249072365664462,13.794868495678733,6,6,6
Shrenik Kothari,Robert W. Baird,Benzinga,0.43481252256794645,0.08696250451358929,11.499208832511648,5,5,4
Kevin Chiang,CIBC,TipRanks Contributor,0.43424612127692036,0.054280765159615045,18.422732197297787,8,8,5
Anna Andreeva,Needham,StreetInsider,0.43414604334313894,0.031010431667367066,32.24721315480175,14,14,8
Tyler Broda,RBC Capital,Benzinga,0.4333052592089482,0.2166526296044741,4.615683649100509,2,2,1
Jayson Bedford,Raymond James,Pulse 2.0,0.4329328182714461,0.03330252448241893,30.027753617534913,13,13,9
Conor Cunningham,MKM Partners,Benzinga,0.43277079730562906,0.0480856441450699,20.796227601383343,9,9,6
Peter Supino,Bernstein,TheFly,0.4324475893949081,0.054055948674363516,18.499351588926203,8,8,7
David Anderson,Barclays,Pulse 2.0,0.4318456689981894,0.03598713908318245,27.787704871136068,12,12,7
Itay Michaeli,Citigroup,TheFly,0.43127742666879015,0.03317518666683001,30.1430104988631,13,13,12
Randy Binner,B.Riley Financial,TheFly,0.43043713051908944,0.21521856525954472,4.646439301340203,2,2,2
Laurent Grandet,Guggenheim,StreetInsider,0.42985505844815747,0.04776167316090638,20.93728996115895,9,9,8
Colin Canfield,Barclays,Pulse 2.0,0.42966521454539847,0.21483260727269923,4.654786871951162,2,2,2
Matthew O'Brien,Piper Sandler,TheFly,0.42928834388322445,0.08585766877664489,11.647183230672823,5,5,5
Ki Bin Kim,Truist Financial,TheFly,0.4290552736560484,0.02383640409200269,41.95263665359274,18,18,10
Melissa Fairbanks,Raymond James,Benzinga,0.4280406964843727,0.032926207421874826,30.37094394708942,13,13,9
Daniel Ives,Wedbush,StreetInsider,0.42784024179144253,0.00822769695752774,121.54069421395901,52,52,19
Michael Gaugler,Janney Montgomery,TheFly,0.42754619464346316,0.21377309732173158,4.677857094875627,2,2,2
Stifel Stifel,Stifel Nicolaus,Pulse 2.0,0.42704520753341163,0.08540904150668233,11.70836228061125,5,5,5
Liisa Bayko,Evercore ISI,TheFly,0.42638322419042873,0.0355319353492024,28.143696372633624,12,12,10
Michael Kaye,Wells Fargo,StreetInsider,0.42593042021019245,0.08518608404203849,11.739006567158432,5,5,3
Ben Kallo,Robert W. Baird,Benzinga,0.4251755779184329,0.0327058136860333,30.575603762674163,13,13,8
Jeffrey Stantial,Stifel Nicolaus,StreetInsider,0.4246910718983683,0.07078184531639471,14.12791649511258,6,6,5
James Hollins,BNP Paribas,Benzinga,0.42379216084241056,0.21189608042120528,4.71929446742105,2,2,1
Karl Ackerman,BNP Paribas,TheFly,0.4233694680121932,0.035280789001016104,28.344037316489704,12,12,10
Dushyant Ailani,Jefferies,StreetInsider,0.42284522590016055,0.42284522590016055,2.364931513347897,1,1,1
Jonathan Matuszewski,Jefferies,StreetInsider,0.42187075728241974,0.03013362552017284,33.18551892571154,14,14,9
Vincent Caintic,Stephens,Benzinga,0.4216396899872333,0.030117120713373805,33.20370527837145,14,14,11
Adam Borg,Stifel Nicolaus,Benzinga,0.42112200569734004,0.024771882688078825,40.36834876830893,17,17,8
Adam Maeder,Piper Sandler,StreetInsider,0.4209590231669189,0.07015983719448649,14.253168764174172,6,6,5
Marie Thibault,BTIG,StreetInsider,0.4209103935798429,0.035075866131653574,28.509630988059,12,12,6
Yiwen Zhang,China Renaissance Securities (US) Inc.,StreetInsider,0.41999959945716836,0.41999959945716836,2.3809546516055193,1,1,1
Lorraine Hutchinson,Bank of America Securities,StreetInsider,0.4179180979227849,0.0597025854175407,16.749693384404065,7,7,6
Jeremy Tonet,J.P. Morgan,StreetInsider,0.4173534468247845,0.05216918085309806,19.168405247072517,8,8,8
Jon Windham,UBS,StreetInsider,0.41630527212485535,0.034692106010404615,28.82500127550881,12,12,9
John Hecht,Jefferies,TheFly,0.4151344890900603,0.0377394990081873,26.497437069396643,11,11,11
Matthew Cost,Morgan Stanley,StreetInsider,0.4150873587772911,0.06918122646288184,14.4547885478228,6,6,5
Ken Newman,KeyBanc,Benzinga,0.41482887510784505,0.05185360938848063,19.28506061184917,8,8,7
Benjamin Theurer,Barclays,Benzinga,0.4146651702075562,0.04607390780083958,21.70425839116207,9,9,7
Colin Langan,Wells Fargo,TheFly,0.4143905437407902,0.024375914337693542,41.02410215864831,17,17,8
Tyler Batory,Oppenheimer,TheFly,0.4142798012836417,0.04142798012836417,24.138275554384027,10,10,8
Kenneth Lee,RBC Capital,StreetInsider,0.41313334482548253,0.04131333448254825,24.205259936653725,10,10,8
Jordan Bender,JMP Securities,Benzinga,0.41178121246218846,0.031675477881706805,31.57016300541812,13,13,7
Ami Fadia,Needham,StreetInsider,0.41159350520240845,0.03741759138203713,26.725397415079602,11,11,6
Mark Moerdler,Bernstein,StreetInsider,0.4111314047426763,0.051391425592834536,19.458498931764,8,8,5
Lucas Pipes,B.Riley Financial,TheFly,0.41081321158006323,0.03160101627538948,31.64455191204686,13,13,9
Alex Poon,Morgan Stanley,StreetInsider,0.4101674154683369,0.0372879468607579,26.818317558063438,11,11,8
Tom Forte,Maxim Group,StreetInsider,0.41002728731842364,0.03154056056295566,31.705206951029854,13,13,10
Gregg Orrill,UBS,Benzinga,0.4096321157989606,0.06827201929982676,14.64728903957492,6,6,5
Connor Lynagh,Morgan Stanley,Investing,0.408739518694089,0.05109243983676112,19.572367324695616,8,8,7
Steven Wieczynski,Stifel Nicolaus,StreetInsider,0.4081072191993853,0.02720714794662569,36.75504694434622,15,15,9
Giacomo Romeo,Jefferies,StreetInsider,0.4079720140614086,0.13599067135380286,7.353445571265179,3,3,3
Ryan Sigdahl,Craig-Hallum,TheFly,0.40750438856821425,0.040750438856821426,24.539613021433876,10,10,7
Katy Huberty,Morgan Stanley,Pulse 2.0,0.40725436068921683,0.04525048452102409,22.099210883264337,9,9,5
Rick Schafer,Oppenheimer,Benzinga,0.40668618939575246,0.017682008234597934,56.554662045871325,23,23,8
Sandy Draper,Guggenheim,TheFly,0.4066404063067024,0.0580914866152432,17.21422635683763,7,7,7
Matthew Broome,Mizuho Securities,StreetInsider,0.40603687548596146,0.033836406290496786,29.553965968332097,12,12,2
Brandon Rolle,D.A. Davidson,StreetInsider,0.4058654298836436,0.05073317873545545,19.710966766234556,8,8,5
Tim Savageaux,Northland Securities,StreetInsider,0.4057374632763701,0.045081940364041125,22.18183139245785,9,9,8
Brendan Lynch,Barclays,TheFly,0.4055191953197423,0.08110383906394845,12.329872562648035,5,5,5
Craig Wong-Pan,RBC Capital,StreetInsider,0.40523088938254953,0.20261544469127477,4.935457913999105,2,2,1
Ashwin Shirvaikar,Citigroup,Benzinga,0.4046738434578824,0.031128757189067876,32.12463619817082,13,13,8
Gautam Khanna,Cowen & Co.,StreetInsider,0.40449239039140417,0.05056154879892552,19.777875159181256,8,8,8
Stephanie Price,CIBC,TheFly,0.40441560674873467,0.20220780337436733,4.945407562479678,2,2,1
Joseph O’Dea,Wells Fargo,Pulse 2.0,0.40431352008734,0.0505391900109175,19.786624989121897,8,8,5
Alexander Paris,Barrington,TheFly,0.40428875392936126,0.04492097265881792,22.261316726046037,9,9,9
Brett Levy,MKM Partners,TipRanks Contributor,0.4040085897433134,0.0448898433048126,22.276754080199495,9,9,6
Benjamin Black,Deutsche Bank,Benzinga,0.4038720031568639,0.025242000197303993,39.616511852606926,16,16,9
Mark Fitzgibbon,Piper Sandler,StreetInsider,0.40321328867506223,0.13440442955835408,7.440230975169105,3,3,3
Nick McKay,Wedbush,Benzinga,0.40299813479218477,0.050374766849023096,19.851208502802088,8,8,5
Aneesha Sherman,Bernstein,StreetInsider,0.4029623466151335,0.030997103585779503,32.26107875636382,13,13,8
Surinder Thind,Jefferies,TheFly,0.4002814723473025,0.10007036808682562,9.992968139503137,4,4,3
Sterling Auty,J.P. Morgan,StreetInsider,0.399566771306343,0.024972923206646437,40.0433698420157,16,16,16
Ben Bienvenu,Stephens,TheFly,0.39888684578526523,0.033240570482105436,30.083719548024458,12,12,8
Michael Nathanson,MoffettNathanson,Benzinga,0.39854096298902975,0.03065699715300229,32.61898075043754,13,13,7
Brian Vaccaro,Raymond James,TheFly,0.39839683037323437,0.049799603796654296,20.080481043248447,8,8,5
John Heinbockel,Guggenheim,Benzinga,0.398222793896817,0.036202072172437906,27.622728202871773,11,11,8
Derek Archilia,Stifel Nicolaus,StreetInsider,0.3981939997093562,0.3981939997093562,2.511338696037371,1,1,1
Aaron Gal,Bernstein,StreetInsider,0.39727267717727566,0.06621211286287927,15.102976732836348,6,6,6
Tim Anderson,Wolfe Research,StreetInsider,0.3969497241182589,0.06615828735304315,15.115264315469043,6,6,6
Sarah James,Raymond James,StreetInsider,0.39650658008150597,0.05664379715450085,17.654183692389363,7,7,5
Derrick Wood,Cowen & Co.,TheFly,0.39533777722134655,0.02823841265866761,35.41275538705098,14,14,12
John Walsh,Credit Suisse,Pulse 2.0,0.39504563256942776,0.03292046938078565,30.376237605641787,12,12,10
John Blackledge,Cowen & Co.,TipRanks Contributor,0.39491518085094196,0.018805484802425807,53.17597554682586,21,21,13
Jason Bazinet,Citigroup,Pulse 2.0,0.39461934371584834,0.014093547989851726,70.95445381958221,28,28,20
Heiko Ihle,H.C. Wainwright,StreetInsider,0.39443059908298855,0.020759505214894135,48.17070492039179,19,19,17
Sriharsha Pappu,HSBC,StreetInsider,0.3940320065051297,0.13134400216837658,7.613594709243358,3,3,3
Kevin Caliendo,UBS,Pulse 2.0,0.39378620606079895,0.018751724098133284,53.32842968287642,21,21,15
Christopher Harris,Wells Fargo,StreetInsider,0.39356297186199013,0.05622328169457002,17.78622609459986,7,7,7
Sean King,UBS,StreetInsider,0.39269352888201114,0.09817338222050279,10.186060390116186,4,4,3
Gus Richard,Northland Securities,StreetInsider,0.39142901185299944,0.03914290118529994,25.54741651023937,10,10,8
Sunil Rajgopal,Berenberg Bank,TheFly,0.39063754063510264,0.13021251354503421,7.679753448996653,3,3,3
Vincent Sinisi,Morgan Stanley,Benzinga,0.39051125336570724,0.39051125336570724,2.560745667074328,1,1,1
Michael Bellisario,Robert W. Baird,StreetInsider,0.38966398013524467,0.055666282876463524,17.964195709263244,7,7,6
Charles Lederer,Wolfe Research,TheFly,0.3885399051294628,0.12951330170982092,7.721214630451898,3,3,3
Jeffrey Stevenson,Loop Capital Markets,TheFly,0.38814841412899165,0.05544977344699881,18.03433878689949,7,7,5
Bruce Chen,Stifel Nicolaus,StreetInsider,0.3880596573035787,0.3880596573035787,2.576923370361328,1,1,1
Steve Byrne,Bank of America Securities,Benzinga,0.3879521146229575,0.048494014327869685,20.621101673269735,8,8,8
Craig Ellis,B.Riley Financial,StreetInsider,0.38701903656513575,0.024188689785320985,41.34163565183487,16,16,12
John Ivankoe,J.P. Morgan,TheFly,0.3865643643104357,0.032213697025869646,31.04269588172188,12,12,10
James Yaro,Raymond James,Benzinga,0.3863995563611084,0.07727991127222168,12.9399734489531,5,5,3
Rajesh Kumar,HSBC,StreetInsider,0.38614527456053505,0.12871509152017835,7.769096756173557,3,3,3
Sangita Jain,KeyBanc,TheFly,0.38574788170125024,0.038574788170125024,25.92366795612034,10,10,7
Thomas Allen,Morgan Stanley,Pulse 2.0,0.38425238080955776,0.04269470897883975,23.422106015422603,9,9,7
Russell Gunther,Stephens,TheFly,0.3837115607218061,0.07674231214436122,13.03062120566401,5,5,5
Matt Summerville,D.A. Davidson,Pulse 2.0,0.38353635585205487,0.02739545398943249,36.50240658124299,14,14,13
Susan Anderson,B.Riley Financial,TheFly,0.38334202030908776,0.029487847716083673,33.91227496927713,13,13,11
Lizzie Dove,Goldman Sachs,Benzinga,0.3831496614936661,0.04789370768670826,20.87956953638663,8,8,7
Markus Mischker,DZ BANK AG,TheFly,0.3829792829170302,0.3829792829170302,2.6111072964138455,1,1,1
James West,Evercore ISI,StreetInsider,0.3827100932764946,0.02733643523403533,36.581214464823354,14,14,11
Tom Nikic,Wedbush,TheFly,0.38003081418918294,0.014616569776507037,68.41550482024059,26,26,13
Ariel Rosa,Credit Suisse,Benzinga,0.37968932063910105,0.0379689320639101,26.33732226960661,10,10,7
Roger Boyd,UBS,StreetInsider,0.37959741468872865,0.03163311789072739,31.61243869334581,12,12,8
Ananda Baruah,Loop Capital Markets,StreetInsider,0.3794805195275319,0.02710575139482371,36.89253935203458,14,14,11
Andrea Faria Teixeira,J.P. Morgan,TipRanks Contributor,0.3784732733883908,0.0946183183470977,10.568777985797649,4,4,4
Charlene Liu,HSBC,Pulse 2.0,0.378099548585344,0.0378099548585344,26.448061198208006,10,10,7
