symbol,environmentalScore,socialScore,governanceScore,ESGScore,cumulative_return
JOUT,60.78,73.65,72.39,68.94,-0.32583170254403127
JPM,63.23,72.61,65.5,67.11,0.5505884782159819
JRSH,61.91,71.89,70.62,68.14,-0.03194888178913741
JRVR,42.04,30.39,48.92,40.45,-0.5128027681660899
JSM,67.23,65.41,70.8,67.81,0.2247005988023953
JSPR,52.55,68.21,69.53,63.43,1.7904109589041097
JSPRW,52.55,68.21,69.53,63.43,2.2307692307692304
JTAI,62.3,74.42,69.28,68.67,-0.9435406698564593
JVA,61.81,65.48,58.16,61.82,3.7593243243243246
JWEL,58.57,60.63,61.19,60.13,-0.6525057471264367
JWN,63.27,68.74,74.07,68.69,0.793002915451895
JXJT,60.97,60.98,60.51,60.82,0.142857142857143
JXN,62.13,71.14,71.7,68.32,1.5113030226060455
JYD,57.62,62.11,62.75,60.83,-0.5855614973262033
JWSM,75.21,73.08,77.31,75.2,0.0501392757660168
JYNT,74.02,71.47,65.75,70.41,0.42162818955042514
JZ,61.53,62.32,63.19,62.35,-0.4555
JZXN,56.52,66.89,82.5,68.64,-0.8455210237659964
K,71.27,65.81,74.51,70.53,0.6235718580877931
KACL,64.81,73.73,72.68,70.41,0.08961845607808339
KACLR,67.75,76.04,71.23,71.67,-0.21936589545844043
KACLW,64.81,73.73,72.68,70.41,-0.1708333333333333
KALA,60.48,69.04,65.92,65.15,-0.32853403141361254
KACLU,67.75,76.04,71.23,71.67,0.12090909090909091
KALU,76.93,80.32,65.05,74.1,0.10435762584522927
KAI,65.71,66.49,66.55,66.25,0.4498768906085121
KALV,59.11,76.12,62.35,65.86,0.37514124293785317
KAR,36.84,53.38,63.94,51.39,0.1816881258941344
KARO,57.94,61.79,61.54,60.42,0.6558414171235764
KAVL,68.66,70.02,68.25,68.98,-0.8896020539152759
KB,60.75,70.7,62.37,64.61,0.6377745940783189
KBH,73.9,74.98,88.89,79.26,0.992005643075476
KBR,87.03,66.39,72.68,75.37,0.17491638795986636
KC,66.4,64.87,64.35,65.21,-0.40064102564102555
KD,64.95,61.75,70.61,65.77,0.6851106639839034
KDP,79.09,62.14,76.78,72.67,0.28980667838312835
KE,64.35,62.6,66.21,64.39,-0.2637254901960785
KELYA,60.14,55.45,61.84,59.14,0.12142070484581488
KELYB,60.14,55.45,61.84,59.14,0.08994708994709011
KEN,72.27,65.74,64.95,67.65,0.32602919708029193
KEP,67.87,64.83,68.06,66.92,0.2501636661211128
KEQU,1.18,57.03,34.62,30.94,0.8203256597417183
KEX,57.69,55.16,73.51,62.12,0.48629638612660697
KEY,55.02,63.79,60.82,59.88,0.6339962121212119
KEYS,62.64,68.15,67.73,66.17,0.2828050649245908
KFFB,67.58,68.1,70.97,68.88,-0.3095922746781116
KFRC,61.8,63.16,65.14,63.37,-0.04765169694892014
KFS,63.62,76.15,64.02,67.93,0.4359756097560976
KFY,71.57,83.83,85.67,80.36,0.45949314499376825
KGC,66.51,69.43,74.57,70.17,0.9590316573556796
KGS,70.2,80.58,74.4,75.06,0.8040462427745665
KHC,65.38,70.23,63.18,66.26,0.14717965023847382
KIDS,89.56,60.99,64.03,71.53,0.06364701288559153
KIM,60.93,59.48,64.69,61.7,0.45408767772511865
KIND,61.93,64.32,57.55,61.27,0.37228260869565205
KINS,65.01,57.13,71.41,64.52,4.4101123595505625
KIRK,50.75,94.95,69.05,71.58,0.21646341463414648
KITT,80.19,76.48,59.76,72.14,-0.9787851037851037
KITTW,80.19,76.48,59.76,72.14,-0.9462626262626262
KKR,81.92,75.75,75.15,77.61,1.4941557273871604
KKRS,81.92,75.75,75.15,77.61,0.28775637041640767
KLIC,64.67,61.61,59.2,61.83,0.01566757493188006
KLAC,65.6,63.2,65.41,64.73,0.46439092570691315
KLTR,69.76,71.16,64.34,68.42,-0.14814814814814828
KLXE,63.83,67.28,58.7,63.27,-0.5523364485981308
KMB,72.34,72.0,72.31,72.22,0.18093765261272998
KMDA,60.53,64.63,65.21,63.46,0.18322295805739514
KMI,57.92,72.06,67.22,65.73,0.4573780129335683
KMPR,52.37,57.65,56.07,55.36,0.4727734194739269
KMPB,52.37,57.65,56.07,55.36,0.28275109170305673
KMT,61.04,62.79,62.63,62.15,0.10124946143903481
KN,76.59,66.99,69.66,71.08,0.3136966126656848
KMX,43.35,46.81,68.04,52.73,0.17360454115421012
KNDI,63.51,61.18,60.04,61.58,-0.5378197674418604
KNF,50.0,57.01,70.04,59.02,0.8550307600714426
KNOP,99.59,84.82,76.22,86.88,0.0265127388535032
KNSA,50.0,70.03,50.16,56.73,0.668141592920354
KNSL,39.45,45.3,61.15,48.63,0.10634506533740182
KNTK,57.34,67.95,73.7,66.33,0.3877777777777778
KNW,70.32,70.46,68.89,69.89,-0.2603003465537158
KNX,73.53,62.34,71.76,69.21,0.12510897994768952
KOD,57.59,61.01,63.0,60.53,1.1874999999999998
KODK,70.56,63.76,75.47,69.93,0.2246753246753246
KO,66.56,64.27,72.46,67.76,0.2941122355105794
KOF,82.17,74.16,78.17,78.17,0.2168691720825091
KOP,56.14,69.54,72.65,66.11,0.031989543203081845
KOPN,57.6,57.28,75.21,63.36,-0.34122807017543855
KORE,57.93,69.17,71.1,66.07,-0.2589928057553956
KOSS,61.12,58.92,59.45,59.83,1.818815331010453
KPRX,78.49,69.35,70.93,72.92,-0.3908925318761385
KPTI,51.05,62.62,57.4,57.02,-0.20415094339622644
KR,66.13,70.21,75.35,70.57,0.2619101123595506
KOS,63.2,64.78,63.52,63.83,-0.44228187919463086
KRC,75.85,63.26,64.28,67.8,0.4811385459533607
KPLT,57.14,55.3,49.31,53.92,-0.06899999999999995
KPLTW,57.14,55.3,49.31,53.92,-0.5546875
KREF,70.58,75.42,77.57,74.52,0.14488636363636356
KRG,37.72,59.99,73.79,57.17,0.27431906614785995
KRKR,61.25,60.21,62.77,61.41,-0.6809895833333333
KRMD,88.71,74.6,72.68,78.66,0.03225806451612906
KRNT,65.83,66.87,63.84,65.51,0.6475741239892183
KRNY,59.07,68.99,65.38,64.48,0.08737151248164474
KRO,53.54,57.56,79.72,63.61,0.7136812411847674
KRON,52.08,61.65,59.53,57.75,0.04494382022471914
KROS,57.06,60.9,59.9,59.29,1.163206871868289
KRP,77.14,70.18,67.33,71.55,-0.01590214067278297
KRRO,57.05,60.34,58.45,58.61,5.5447500000000005
KRT,71.91,68.81,66.48,69.07,0.2791762013729976
KRYS,56.06,63.68,60.32,60.02,0.615181818181818
KSCP,65.38,66.08,66.76,66.07,-0.7822267666439445
KRUS,51.1,70.72,62.39,61.4,0.3635028597928583
KSS,55.1,67.58,67.25,63.31,-0.010341510341510336
KT,54.15,66.17,61.57,60.63,0.2872950819672132
KTB,65.16,69.11,73.52,69.26,0.7919347919347922
KTCC,48.95,58.45,58.98,55.46,0.3729216152019003
KTOS,55.94,69.46,72.94,66.11,0.4682352941176471
KTRA,56.84,65.89,63.58,62.1,0.7575757575757576
KTTA,47.8,67.57,59.96,58.44,-0.5336170212765957
KUKE,59.63,58.07,63.36,60.35,-0.01125255739940898
KULR,78.77,66.78,66.39,70.65,-0.20657894736842108
KURA,56.82,61.57,58.99,59.13,1.2130750605326879
KTTAW,47.8,67.57,59.96,58.44,1.443181818181818
KVHI,59.59,61.43,57.18,59.4,0.01673640167364018
KVUE,79.3,64.57,75.13,73.0,0.08240927419354846
KW,77.61,70.53,76.11,74.75,-0.1571753986332574
KWE,58.36,49.05,76.49,61.3,-0.9111874999999999
KWESW,58.36,49.05,76.49,61.3,-0.9102462271644162
KWR,56.66,65.9,70.09,64.22,0.1174900780073903
KXIN,61.86,64.51,64.88,63.75,-0.8411206896551724
KYMR,54.63,63.69,59.2,59.17,2.8999158957106808
KZIA,68.69,65.78,64.26,66.24,-0.13868852459016395
KZR,58.53,63.54,62.57,61.55,-0.17698470502549155
L,41.46,55.0,50.44,48.96,0.26985799001248445
LAAC,70.63,70.61,72.21,71.15,-0.4681677018633541
LAB,29.04,51.83,46.8,42.56,-0.04639175257731951
LAC,70.6,69.25,74.9,71.58,-0.5553370786516854
LAD,75.55,64.42,72.88,70.95,0.1983960282604544
LADR,50.0,80.59,68.72,66.44,0.16963350785340306
LAES,63.81,67.28,65.23,65.44,-0.6952054794520548
LAKE,57.08,72.1,63.65,64.28,0.3652459016393443
LAMR,46.12,59.85,70.34,58.77,0.6487693050193052
LANC,72.91,79.26,72.63,74.93,0.053550225599620103
LAND,71.35,75.92,80.75,76.01,-0.024278499278499215
LANDM,71.35,75.92,80.75,76.01,0.03935059422750437
LANDO,71.35,75.92,80.75,76.01,0.2766263672999424
LANDP,71.35,75.92,80.75,76.01,0.2591516560139454
LANV,59.96,63.39,64.07,62.47,-0.6246719160104987
LARK,56.24,67.06,72.85,65.38,0.21475704859028183
LASE,69.9,61.57,65.11,65.53,5.234324324324323
LASR,69.46,41.76,66.27,59.16,0.21157033805888759
LATG,66.07,81.79,77.27,75.04,0.06215722120658133
LATGU,66.07,81.79,77.27,75.04,0.05090909090909095
LAUR,75.2,59.7,64.54,66.48,0.08876560332871009
LAW,64.33,55.62,58.59,59.51,0.04458041958041956
LAZ,42.64,61.93,53.31,52.63,0.862116991643454
LAZR,70.1,71.08,73.15,71.44,-0.7729972752043597
LB,79.91,76.21,68.16,74.76,1.3146868250539958
LBPH,54.68,60.37,61.11,58.72,11.77155172413793
LBRDA,43.75,48.43,71.11,54.43,-0.12759415833973856
LBRDK,45.15,49.58,75.78,56.84,-0.12294182217343566
LBRDP,52.49,71.94,77.61,67.35,0.13514781792585653
LBTYA,64.55,62.02,69.43,65.33,0.2733616504854368
LBRT,79.98,87.61,80.69,82.76,-0.14309603440038227
LBTYB,63.49,64.39,75.09,67.66,0.27058823529411774
LBTYK,63.49,64.39,75.09,67.66,0.21768326804700616
LC,77.88,71.17,72.85,73.97,1.3607476635514022
LCFY,60.83,65.22,64.54,63.53,-0.14132541797916165
LCFYW,60.83,65.22,64.54,63.53,0.7682926829268293
LCID,59.47,54.79,59.56,57.94,-0.40898617511520735
LCII,89.46,86.17,89.51,88.38,0.10577873640693818
LCNB,63.06,66.53,63.72,64.44,0.15477996965098642
LCTX,67.29,69.03,70.2,68.84,-0.2838135593220339
LCUT,61.43,66.37,68.18,65.33,0.22674418604651161
LDOS,62.34,63.73,72.65,66.24,0.8047318274274705
LDI,91.97,96.79,76.13,88.3,0.555072463768116
LDWY,67.97,72.44,68.55,69.65,-0.3256262042389211
LE,65.72,57.38,69.5,64.2,1.5230547550432276
LEA,52.89,60.97,78.27,64.04,-0.1652987650533099
LECO,59.18,54.66,69.22,61.02,0.14975900849208168
LEDS,69.98,71.56,63.84,68.46,-0.2083333333333333
LEE,80.68,80.54,64.07,75.1,0.3084112149532711
LEG,44.34,51.06,60.14,51.84,-0.4396695943120033
LEGH,71.12,61.02,51.59,61.24,0.42670157068062814
LEGN,39.89,85.23,98.09,74.4,-0.36300691937424795
LEN,48.22,52.62,67.8,56.21,0.7806137080585032
MAPSW,58.16,65.11,69.22,64.16,-0.7661574618096357
MARA,64.01,67.69,62.52,64.74,1.4258495460440983
MARPS,69.24,68.51,63.72,67.16,-0.26363636363636367
MARX,64.98,78.01,73.24,72.08,0.049382716049382845
MAR,60.78,61.45,69.41,63.88,0.38445738651136185
MAS,60.01,55.53,61.62,59.05,0.7061053471667998
MASI,52.92,57.46,59.61,56.66,0.8151875000000001
MAT,67.44,70.31,64.91,67.56,-0.09093101784852878
MATW,68.12,65.45,63.29,65.62,-0.3966809421841542
MASS,53.98,68.37,67.69,63.35,-0.37544802867383514
MATX,64.61,57.59,62.17,61.46,0.5808721735117673
MAX,50.0,69.86,70.49,63.45,0.9876033057851239
MATV,54.76,60.14,66.77,60.56,0.20779220779220772
MAXN,64.43,61.24,53.12,59.6,-0.9927866831072749
MAYS,67.31,66.43,64.62,66.12,-0.08498106857383254
MBC,91.92,71.26,68.77,77.32,0.8132701421800945
MBCN,74.91,87.56,77.82,80.1,0.08986615678776297
MBI,54.13,63.09,69.46,62.23,-0.3745980707395498
MBIN,95.5,74.04,82.61,84.05,0.708629062383265
MBINM,95.5,74.04,82.61,84.05,0.19579643998174345
MBINN,95.5,74.04,82.61,84.05,0.41393939393939383
MBINO,95.5,74.04,82.61,84.05,0.26502255639097755
MBIO,54.59,66.58,64.43,61.87,-0.8693452380952381
MBLY,60.21,73.85,63.03,65.7,-0.6346758069123107
MBNKP,89.82,85.39,64.8,80.0,0.09482758620689652
MBOT,50.0,72.27,71.26,64.51,-0.2975555555555556
MBRX,56.0,66.35,66.97,63.11,-0.7291332611050921
MBUU,59.93,64.75,65.22,63.3,-0.14667198086887204
MBWM,61.48,70.96,81.05,71.16,0.4214041627834733
MCAA,59.66,73.06,75.5,69.41,0.050000000000000044
MC,44.49,71.28,67.94,61.24,0.7356987690079652
MCAAW,59.66,73.06,75.5,69.41,-0.9128205128205128
MCAG,89.2,71.3,76.68,79.06,0.037558685446009425
MCB,27.12,66.43,61.83,51.79,0.8590499844768705
MCBS,31.41,90.87,75.85,66.04,0.6309887869520896
MCD,57.14,61.0,70.42,62.85,0.22343060608406232
MCFT,51.83,61.82,64.16,59.27,-0.22593582887700533
MCHP,52.92,59.97,57.81,56.9,0.005078786300299525
MCHX,47.01,51.11,58.7,52.27,0.2333333333333334
MCK,60.8,57.12,70.6,62.84,0.12123017186224556
MCO,56.36,63.43,74.33,64.71,0.5662430194492587
MCRB,60.3,70.74,62.53,64.52,-0.3495019157088122
MCRI,95.1,82.47,91.98,89.85,0.3309191239868944
MCS,66.8,64.88,67.27,66.32,0.054228534538411755
MCVT,81.2,69.33,70.6,73.71,-0.31034482758620685
MCW,92.72,93.18,68.93,84.94,0.21851851851851845
MCY,42.75,55.93,59.79,52.82,1.2224770642201837
MD,50.96,46.83,66.49,54.76,-0.010204081632653123
MDAI,61.12,75.88,70.48,69.16,-0.6565096952908588
MDB,95.93,74.27,64.12,78.11,-0.2373743016759777
MDBH,48.58,70.94,63.81,61.11,-0.3814489003880983
MDGL,67.94,62.06,68.79,66.26,0.653852056476366
MDIA,75.65,66.49,63.18,68.44,1.659131084140143
MDJH,57.76,60.65,62.13,60.18,-0.6300595238095238
MDLZ,69.07,63.05,67.75,66.63,0.11742719202616425
MDRR,68.06,74.23,69.02,70.44,0.16034155597722974
MDRRP,68.06,74.23,69.02,70.44,0.14409090909090916
MDT,78.62,68.52,62.68,69.94,0.25134761575673814
MDU,55.73,68.59,74.11,66.14,0.5869910100475939
MDV,63.78,71.92,68.53,68.08,0.252007326007326
MDWD,60.02,63.81,65.6,63.14,1.283544303797468
MDXG,81.85,76.05,66.32,74.74,-0.04844006568144498
MDXH,83.75,71.92,68.14,74.6,-0.1495726495726495
ME,63.43,69.71,72.68,68.61,-0.7024893746205221
MEC,63.08,90.36,85.12,79.52,0.7114121510673235
MED,73.76,73.72,69.7,72.39,-0.7608869890462197
MEDP,16.31,26.76,49.34,30.8,0.5170761456699773
MEG,65.03,88.9,83.79,79.24,0.026197604790419268
MEGL,62.27,60.07,58.86,60.4,-0.4688541666666666
MEI,59.33,62.32,67.64,63.1,-0.5372474747474748
MEIP,60.64,67.08,59.44,62.39,-0.6049204052098408
MELI,59.94,67.24,67.38,64.85,0.7517797213464864
MEOH,90.16,80.62,84.97,85.25,-0.03162291169451064
MERC,52.39,64.85,54.22,57.15,-0.25193370165745865
MESA,68.32,67.36,69.53,68.4,0.2871152274584582
MESO,61.69,65.89,64.57,64.05,3.1260504201680677
MET,58.22,59.17,52.69,56.69,0.3762919896640826
META,17.67,34.74,28.65,27.02,0.8557590869857101
METC,63.16,60.17,54.63,59.32,-0.13128038897893024
METCB,62.83,51.48,58.26,57.52,-0.1449960598896769
METCL,63.16,60.17,54.63,59.32,0.0035363457760314286
MFA,72.63,77.29,73.33,74.42,0.45032073310423826
MFAN,50.0,96.03,89.64,78.56,0.015782178217821723
MFAO,50.0,96.03,89.64,78.56,0.019299641862315937
MFC,60.93,63.33,61.44,61.9,0.7139247613700169
MFG,63.26,70.94,62.78,65.66,0.2602941176470589
MFH,61.87,64.56,64.78,63.74,0.5441048034934498
MFIC,55.06,71.82,67.14,64.67,0.028055342044581107
MFIN,89.82,85.39,64.8,80.0,0.34880239520958084
MG,92.11,89.52,90.74,90.79,1.3119092627599245
MGEE,63.86,72.59,72.46,69.64,0.3115676892766676
MGIC,63.91,69.3,68.44,67.22,0.014414414414414429
MGIH,59.85,59.0,62.98,60.61,0.03434009102192803
MGLD,61.35,57.49,63.81,60.88,0.18018018018018012
MGM,62.46,61.35,63.64,62.48,0.1380939149763823
MGNI,61.43,59.51,59.75,60.23,0.6993055555555554
MGNX,59.76,67.89,71.45,66.37,-0.11899563318777291
MGOL,67.42,71.57,68.79,69.26,-0.5711864406779662
MGPI,76.89,66.61,71.21,71.57,-0.39131745553210734
MGR,88.16,88.07,70.35,82.19,0.27805612244897954
MGRB,88.16,88.07,70.35,82.19,0.28899937849596014
MGRC,59.14,59.24,67.77,62.05,0.1000304290495993
MGRD,88.16,88.07,70.35,82.19,0.19005270092226625
MGRE,70.38,70.76,71.74,70.96,0.012314308053166587
MGRM,57.49,67.06,63.24,62.6,-0.079248120300752
MGRX,67.26,72.91,73.5,71.22,-0.8078117647058823
MGTX,61.86,68.19,63.34,64.46,0.5987012987012987
MGY,87.31,95.67,80.94,87.97,0.11994034938219009
MGYR,71.89,69.75,69.83,70.49,0.34702702702702715
MHH,59.97,68.38,59.81,62.72,0.1821959459459458
MHK,60.76,60.01,70.42,63.73,1.0147857955263493
MHLA,66.54,69.7,76.22,70.82,0.11107470511140226
MHLD,66.54,69.7,76.22,70.82,0.02923976608187137
MHNC,66.54,69.7,76.22,70.82,0.0732954545454545
MHO,65.75,71.44,76.2,71.13,1.2932380574301976
MHUA,56.8,58.35,60.96,58.7,-0.4111111111111111
MIDD,55.74,51.96,61.76,56.49,0.1750949767834529
MIGI,74.27,60.32,74.24,69.61,1.3548387096774193
MIND,59.97,62.27,53.43,58.55,-0.1556603773584906
MIR,41.11,64.85,64.13,56.7,1.022142857142857
MIRA,67.49,67.91,54.9,63.43,-0.6673030303030303
MIRM,59.43,64.65,63.19,62.42,0.38373702422145345
MIST,76.34,74.03,62.89,71.09,-0.45999999999999996
MITAW,75.37,78.58,76.93,76.96,-0.5238095238095237
MITK,64.59,72.2,69.64,68.81,-0.08900000000000005
MITN,64.21,66.72,71.23,67.39,0.015109343936381813
MITQ,63.04,61.34,63.15,62.51,-0.3322376738305942
MITT,50.0,80.2,64.28,64.83,0.5331991951710262
MKC,70.9,64.13,74.54,69.86,0.34060626249167214
MKFG,55.04,49.29,57.96,54.1,-0.5767592592592593
MKL,46.25,52.14,56.52,51.64,0.0733045365131513
MKSI,51.03,72.53,65.19,62.92,0.37165596575708926
MKTW,83.83,64.01,63.44,70.43,-0.6558787878787878
MKTX,76.33,81.91,89.44,82.56,0.24485798237022513
MLAB,57.83,63.92,69.73,63.83,0.35821501014198776
MLCO,52.02,61.75,69.91,61.23,-0.10647571606475711
ML,61.19,67.27,60.47,62.98,1.5540021929824563
MLEC,56.32,71.64,67.01,64.99,-0.6851851851851851
MLGO,64.89,63.55,64.77,64.4,-0.9919018567639256
MLI,82.14,49.93,78.63,70.23,1.0552423900789178
MLKN,71.83,69.71,54.22,65.25,0.0678131634819532
MLM,46.66,50.43,65.76,54.28,0.4069804246201791
MLNK,70.7,62.73,64.43,65.95,0.2577440093512566
MLP,63.9,58.41,71.42,64.58,0.5914051841746247
MLR,63.5,76.29,68.21,69.33,0.7158516926383665
MLSS,52.5,66.72,62.34,60.52,-0.06482300884955751
MLTX,71.98,72.31,80.54,74.94,-0.14067495559502655
MLYS,45.01,69.8,72.17,62.33,0.7214723926380366
MMC,56.58,56.79,62.07,58.48,0.18015706806282722
MMI,65.57,65.69,66.72,65.99,0.3445438282647585
MMLP,72.95,72.0,74.06,73.0,0.7533039647577092
MMS,73.72,72.55,63.22,69.83,0.14677481653147922
MMM,67.39,67.59,69.84,68.27,0.8531391674680584
MMSI,75.87,74.96,60.77,70.53,0.4799907292954264
MMV,60.14,63.07,64.88,62.7,-0.6596850393700788
MNDO,55.98,63.78,65.45,61.74,0.04090425531914904
MMYT,81.25,70.31,74.53,75.36,1.6438481675392669
MNDY,94.45,87.11,69.12,83.56,1.0715725806451613
MNKD,49.53,60.07,59.12,56.24,0.6131386861313867
MNMD,50.37,76.09,70.58,65.68,1.430483271375465
MNOV,67.11,61.35,65.64,64.7,-0.09499999999999997
MNPR,48.93,65.03,67.5,60.49,1.378340425531915
MNR,62.94,75.51,75.56,71.34,-0.09565976008724103
MNRO,69.58,73.76,71.34,71.56,0.11689860834990065
MNSB,69.26,71.12,70.03,70.14,-0.026687598116169442
MNSBP,69.26,71.12,70.03,70.14,0.1164262447650071
MNSO,67.39,70.06,72.74,70.06,-0.3469551282051282
MNST,51.45,47.62,57.13,52.07,0.0724206349206349
MNTK,67.24,67.31,69.67,68.07,-0.42650103519668736
MNTN,53.86,79.21,78.4,70.49,0.04788213627992646
MNTSW,65.13,60.64,62.37,62.71,-0.6216216216216216
MNTS,65.13,60.64,62.37,62.71,-0.8162634408602151
MNTX,71.09,72.05,75.53,72.89,0.3232558139534885
MO,58.77,54.79,67.91,60.49,0.16193381835249937
MOB,54.73,62.4,63.63,60.25,-0.2622950819672131
MOBX,69.8,68.01,72.46,70.09,-0.9292466367713005
MOBXW,69.8,68.01,72.46,70.09,0.9765166340508807
MOD,59.76,69.51,77.37,68.88,2.17479674796748
MODD,71.08,74.59,60.25,68.64,1.1802180218021803
MODG,72.16,68.28,67.66,69.37,-0.1939461883408072
MODV,51.3,66.81,60.38,59.5,-0.6135593220338983
MOFG,79.54,71.34,86.73,79.2,0.43221153846153837
MOGO,73.81,71.39,70.21,71.8,-0.21481481481481482
MOGU,61.52,60.97,63.66,62.05,-0.037558685446009425
MOH,79.34,62.55,65.21,69.03,-0.17593415708483504
MOLN,64.04,50.0,50.0,54.68,0.31882202304737534
MOMO,59.23,64.6,66.02,63.28,-0.0029368575624081606
MOND,34.62,69.48,64.77,56.29,-0.7173289183222958
MORN,28.56,58.05,68.5,51.7,0.5205932989008077
MOS,63.73,69.71,82.58,72.01,-0.27799121844127334
MOV,78.64,69.14,66.63,71.47,-0.30931458699472764
MOVE,42.99,60.46,52.39,51.95,-0.611653832892771
MP,50.15,58.96,62.77,57.29,0.04878048780487802
MPAA,76.58,65.94,77.99,73.5,-0.07252265861027193
MPB,98.94,88.65,85.05,90.88,0.6135204081632651
MPC,64.52,67.17,72.37,68.02,0.03251766553258308
MPLN,69.23,70.77,72.09,70.7,-0.823159509202454
MPLX,66.39,77.19,67.3,70.29,0.20179879715691632
MPTI,57.51,69.88,72.11,66.5,0.767915605674791
MPU,60.29,72.34,66.03,66.22,0.6451219512195122
MPW,70.33,73.3,77.07,73.57,0.033405172413793156
MPWR,73.76,66.53,72.13,70.81,1.1190317002881844
MPX,93.57,68.54,68.8,76.97,-0.2831858407079646
MQ,66.01,70.26,69.99,68.75,-0.023234200743494426
MRAM,50.0,97.76,71.11,72.96,-0.37543842364532026
MRBK,82.84,72.13,78.33,77.77,0.33983572895277214
MRC,55.23,53.32,53.71,54.09,0.19980970504281634
MRCC,81.2,70.97,76.63,76.27,0.19035663338088452
MRCY,57.16,67.2,64.85,63.07,-0.11168831168831161
MREO,69.18,73.62,76.11,72.97,1.5166666666666668
MRIN,64.92,58.82,61.86,61.87,-0.09109311740890691
MRK,75.7,72.07,73.03,73.6,0.08398884795379855
MRKR,44.96,71.73,67.3,61.33,0.02777777777777773
MRM,64.46,62.47,60.89,62.61,-0.4205933682373474
MRNA,62.06,62.93,56.71,60.57,-0.34624256404030596
MRNS,66.99,73.78,63.55,68.11,-0.7285502958579881
MRO,58.6,68.13,64.55,63.76,-0.09095580678314495
MRSN,58.38,62.46,61.54,60.79,0.45714285714285724
MRT,64.86,72.92,70.37,69.38,2.4827586206896552
MRTN,75.29,98.45,95.0,89.58,-0.09800664451827241
MRUS,56.9,65.1,61.72,61.24,1.4913957934990436
MRVI,60.4,67.07,75.1,67.52,0.1604584527220629
MRVL,66.1,62.51,58.78,62.46,0.5892681002170055
MS,61.29,72.67,57.52,63.83,0.6411135490948985
MSA,92.58,84.33,73.84,83.58,0.14349122225902636
MSAI,51.41,58.13,61.75,57.1,-0.8134328358208955
MSAIW,51.41,58.13,61.75,57.1,0.13666666666666666
MSB,71.49,77.44,82.77,77.23,0.19793606017865542
MSBI,59.64,75.81,84.42,73.29,0.14670514670514676
MSBIP,59.64,75.81,84.42,73.29,0.16976744186046505
MSC,86.81,84.05,75.44,82.1,0.20505617977528084
MSCI,58.13,58.52,72.62,63.09,0.22296740201500193
MSEX,64.59,65.24,61.37,63.73,0.048024848677922914
MSFT,72.78,60.44,63.63,65.62,0.2627064469395146
MSGE,55.86,66.36,62.2,61.47,0.3917624521072798
MSGM,78.46,76.2,69.75,74.8,-0.5900900900900901
MSI,85.89,67.09,64.86,72.61,0.6875931049159396
MSGS,64.89,64.69,65.02,64.87,0.26569687212511506
MSN,64.39,69.17,61.7,65.09,-0.08725686238865668
MSS,50.56,69.0,58.26,59.27,-0.8627935723114957
MSM,55.24,56.39,59.34,56.99,-0.1328388746803069
MSSA,76.66,72.76,68.86,72.76,0.07247706422018341
MSTR,49.1,95.36,64.8,69.75,5.1358060747663545
MT,71.39,61.78,67.01,66.73,0.09237668161434971
MTA,50.0,77.38,72.46,66.61,0.36042402826855124
MTAL,72.82,72.54,65.57,70.31,0.04537815126050413
MTB,50.7,63.82,54.9,56.47,0.6515759551876933
MTC,54.92,60.46,59.48,58.29,-0.8101456310679611
MTCH,76.33,74.43,81.04,77.27,0.058011049723756744
MTD,71.66,47.92,57.86,59.15,0.34799629235198987
MTDR,84.25,84.44,89.28,85.99,-0.23068283917340524
MTEK,81.39,80.68,77.45,79.84,0.9903846153846152
MTEKW,58.23,68.98,69.38,65.53,0.45939933259176885
MTEM,50.31,63.58,61.2,58.36,-0.8566838487972508
MTEX,64.94,71.71,69.87,68.84,-0.15473684210526323
MTG,46.69,55.21,64.89,55.6,0.5402025014889816
MTH,56.74,56.86,73.37,62.32,0.8300768882858436
MTLS,60.44,62.24,63.12,61.93,0.051383399209486307
MTN,65.91,66.64,66.32,66.29,-0.198821455085375
MTNB,70.19,60.71,63.83,64.91,-0.6796338672768879
MTR,79.64,87.04,87.85,84.84,-0.5952380952380952
MTRN,90.57,98.93,78.08,89.19,0.1077416683916373
MTRX,61.29,63.34,59.94,61.52,-0.07148594377510031
MTSI,80.34,71.15,66.21,72.57,0.47899817375423953
MTTR,74.57,72.01,66.96,71.18,1.3429951690821256
MTUS,67.72,68.41,63.23,66.45,-0.2368555385400715
MTW,70.86,79.38,63.72,71.32,-0.21511179645335396
MTX,67.97,72.77,66.88,69.21,0.5164938737040529
MTZ,83.59,65.35,76.09,75.01,0.9890625
MU,57.39,62.06,64.67,61.38,0.6383829409151488
MUFG,57.58,65.52,61.33,61.48,0.3286755771567436
MULN,50.79,66.83,62.33,59.98,-0.999090399701158
MUR,70.31,65.11,67.77,67.73,-0.31097178683385585
MURA,59.77,60.29,60.99,60.35,-0.03473684210526307
MUSA,50.74,67.32,67.68,61.91,0.32701265961527914
MUX,69.95,74.29,60.59,68.28,0.3880983182406209
MVBF,51.91,69.08,64.78,61.92,-0.024919981710105243
MVIS,61.34,48.52,56.85,55.57,-0.4425
MVO,72.85,85.0,84.93,80.93,-0.243431855500821
MVST,77.83,67.18,64.52,69.84,-0.8488194444444445
MVSTW,77.83,67.18,64.52,69.84,-0.9352694191742477
MWA,58.19,58.0,59.08,58.42,0.8317073170731707
MWG,60.25,62.2,64.33,62.26,-0.37535211267605634
